AccID,log2FC,Pvalue,FDR,S2_1,S2_2,S2_3,NC_1,NC_2,NC_3,EnsemblID
CAMK2N1,-1.29632629,6.24E-11,2.81E-10,65,62,92,151,180,155,ENSG00000162545
CAMK2N2,-0.321598413,0.199870321,0.301683947,53,58,55,57,68,63,ENSG00000163888
CAMKK1,0.420317291,0.001829325,0.004570203,276,301,323,202,209,195,ENSG00000004660
CAMKK2,0.385615634,3.54E-09,1.45E-08,1303,1508,1519,791,1164,1066,ENSG00000110931
CAMKMT,0.203700583,0.163952583,0.257196532,184,203,207,131,166,172,ENSG00000143919
CAMLG,0.793793323,2.98E-35,3.07E-34,1339,1554,1574,666,844,829,ENSG00000164615
CAMSAP1,-0.085485627,0.107527333,0.180659684,1587,1775,1698,1369,1761,1752,ENSG00000130559
CAMSAP1-DT,1.476936487,6.77E-12,3.20E-11,126,146,148,39,47,51,NA
CAMSAP2,-0.048117094,0.353135093,0.473840978,2145,2577,2420,1920,2497,2281,ENSG00000118200
CAMSAP3,0.842379045,2.29E-10,1.00E-09,341,420,361,132,205,236,ENSG00000076826
CAMTA1,-0.474689757,4.60E-12,2.19E-11,868,1051,1025,966,1341,1423,ENSG00000171735
CAMTA1-AS1,-0.145370756,0.966816527,1,0,1,0,0,0,1,NA
CAMTA1-DT,1.344183726,0.057802311,0.106008563,9,13,17,3,8,3,ENSG00000237436
CAMTA1-IT1,2.305331789,0.429466522,1,1,0,2,0,0,0,ENSG00000237402
CAMTA2,-0.198999748,0.046737654,0.08815031,387,412,396,335,445,471,ENSG00000108509
CAMTA2-AS1,-0.545877909,0.649144076,0.7480729,2,4,1,4,4,1,NA
CAND1,0.122894593,0.002349184,0.005782485,3803,4485,4457,2952,3831,3852,ENSG00000111530
CAND2,0.567565186,0.414238162,0.537544226,10,11,9,8,6,4,ENSG00000144712
CANT1,0.185553214,0.000293223,0.000809208,1961,2293,2271,1424,1940,1855,ENSG00000171302
CANX,-0.432948091,1.70E-45,2.19E-44,18699,21769,21281,20583,28101,27212,ENSG00000127022
CAP1,-0.667746716,4.13E-83,1.02E-81,7558,9003,8821,9942,13313,13437,ENSG00000131236
CAP1P1,-1.948451064,0.000371307,0.001012907,6,11,13,10,29,70,NA
CAP1P2,-0.609810265,0.011577267,0.025285137,47,72,54,63,95,82,ENSG00000232004
CAP2,-1.38838859,9.12E-61,1.54E-59,328,394,379,759,938,916,ENSG00000112186
CAPG,-0.462357791,8.56E-15,4.63E-14,1050,1214,1255,1255,1570,1575,ENSG00000042493
CAPN1,-0.083764649,0.077702389,0.137034126,3092,3653,3499,2645,3468,3775,ENSG00000014216
CAPN1-AS1,-0.439857003,0.174841884,0.270525826,34,33,36,26,46,57,NA
CAPN10,-0.428570528,1.88E-05,5.88E-05,352,389,366,381,514,460,ENSG00000142330
CAPN10-DT,0.323963314,0.092249668,0.15835774,114,148,124,90,100,88,NA
CAPN12,-1.372323042,0.062210958,0.112910661,6,3,4,8,12,11,ENSG00000182472
CAPN15,-1.055494855,7.09E-63,1.24E-61,877,918,879,1423,1870,1765,ENSG00000103326
CAPN2,-0.818384714,4.33E-164,2.60E-162,11628,13636,13281,17125,22020,22639,ENSG00000162909
CAPN3,2.75908189,0.00092614,0.002408182,12,14,19,2,1,3,ENSG00000092529
CAPN5,0.572972761,2.41E-06,8.19E-06,326,362,382,163,242,252,ENSG00000149260
CAPN7,0.075347185,0.284914854,0.399632582,922,1134,1143,774,1033,948,ENSG00000131375
CAPN8,0.564192373,0.687776198,0.778322545,3,4,1,1,4,0,ENSG00000203697
CAPNS1,-0.200300334,2.82E-07,1.02E-06,4586,5201,5015,4296,5404,5768,ENSG00000126247
CAPRIN1,-0.199405801,1.17E-08,4.65E-08,8149,9483,9455,7647,10491,10179,ENSG00000135387
CAPRIN2,-1.555792811,0,0,2971,3233,3087,7054,9043,8732,ENSG00000110888
CAPS,0.870343038,0.00878905,0.019686972,38,61,54,19,24,33,ENSG00000105519
CAPS2,-0.288644373,0.240976317,0.350820533,93,63,72,88,74,90,ENSG00000180881
CAPZA1,-1.699886311,0,0,2600,2995,3109,7033,9363,9330,ENSG00000116489
CAPZA2,-0.189113379,1.38E-05,4.38E-05,2744,2998,3108,2555,3309,3313,ENSG00000198898
CAPZB,0.205009951,2.39E-08,9.27E-08,6878,7979,8125,4965,6506,6662,ENSG00000077549
CARD10,-0.954889972,8.95E-16,5.05E-15,191,217,201,292,393,390,ENSG00000100065
CARD14,2.198329856,6.18E-15,3.37E-14,97,123,106,23,22,19,ENSG00000141527
CARD16,-0.399328068,0.010941744,0.024013681,135,146,149,132,186,200,ENSG00000204397
CARD17P,-2.232648723,0.004900452,0.011478113,1,3,5,16,13,8,NA
CARD19,-0.993514849,6.14E-28,5.20E-27,365,405,374,574,711,788,ENSG00000165233
CARD6,0.191377813,0.381784306,0.50379078,77,94,114,71,76,78,ENSG00000132357
CARD8,0.414464359,6.42E-06,2.09E-05,574,665,616,373,469,420,ENSG00000105483
CARD8-AS1,0.464759354,0.476074914,0.596587717,13,9,16,2,15,9,ENSG00000268001
CARD9,1.585132068,0.000414584,0.001126087,29,36,34,8,12,10,ENSG00000187796
CARF,0.306958273,0.307603764,0.424712774,51,53,50,40,41,31,ENSG00000138380
CARHSP1,-0.097869354,0.425255115,0.547798904,262,299,299,209,296,336,ENSG00000153048
CARHSP1-DT,1.666792523,0.631900534,1,0,1,1,0,0,0,NA
CARM1,0.020667499,0.665847751,0.762025376,2294,2693,2563,1870,2384,2513,ENSG00000142453
CARMIL1,0.086424438,0.630429432,0.73216944,122,153,126,85,132,128,ENSG00000079691
CARMIL2,0.034282361,0.860882924,0.909439079,99,113,104,76,95,110,ENSG00000159753
CARMIL3,0.481904471,0.206109577,0.309522316,32,42,27,23,22,20,ENSG00000186648
CARNMT1,-2.323822464,1.02E-83,2.52E-82,128,171,142,573,787,642,ENSG00000156017
CARNMT1-AS1,0.6308419,0.430752532,0.553336683,6,10,8,4,2,8,NA
CARNS1,1.861105183,3.92E-06,1.30E-05,43,48,45,10,10,14,ENSG00000172508
CARS1,0.322578781,1.10E-05,3.53E-05,901,960,991,556,753,770,NA
CARS2,0.322341903,2.81E-09,1.16E-08,1906,2198,2134,1196,1689,1663,ENSG00000134905
CASC19,-1.888918723,1.28E-69,2.52E-68,195,204,195,589,746,661,ENSG00000254166
CASC2,-0.494909316,0.205884469,0.309205323,20,25,20,19,31,34,ENSG00000177640
CASC3,0.21744128,0.000366447,0.00100064,1230,1417,1352,871,1113,1143,ENSG00000108349
CASC8,-1.178802182,0.000363227,0.000992213,24,19,29,39,57,53,ENSG00000246228
CASC9,2.259524339,0.081402349,0.14249608,4,9,3,1,2,0,ENSG00000249395
CASD1,-0.09352517,0.343238503,0.463126239,401,427,453,360,457,424,ENSG00000127995
CASK,-0.017024837,0.849076497,0.901446231,495,592,590,415,593,536,ENSG00000147044
CASK-AS1,0.485429078,0.836326467,1,0,0,3,0,1,1,ENSG00000233033
CASKIN1,1.174448612,8.90E-08,3.34E-07,110,173,136,47,69,52,ENSG00000167971
CASKIN2,0.195840356,0.043946193,0.083550056,466,559,483,344,417,434,ENSG00000177303
CASP1,-0.401105158,0.370265696,0.491578002,18,15,18,14,25,23,ENSG00000137752
CASP10,-0.54041059,5.60E-06,1.84E-05,238,253,257,302,334,349,ENSG00000003400
CASP16P,3.175787587,1.24E-06,4.29E-06,34,35,21,4,1,4,ENSG00000228146
CASP1P2,-1.684209463,1.51E-53,2.25E-52,178,233,257,534,751,664,ENSG00000254750
CASP2,-0.730724103,1.90E-39,2.16E-38,1172,1317,1254,1553,2099,2002,ENSG00000106144
CASP3,-1.55091048,1.87E-96,5.41E-95,405,504,474,1034,1344,1301,ENSG00000164305
CASP4,-0.472494985,1.46E-13,7.50E-13,948,1036,992,1084,1315,1351,ENSG00000196954
CASP4LP,1.768696708,0.444604992,1,2,2,0,0,1,0,NA
CASP6,0.5764462,6.45E-05,0.000191341,228,247,269,118,156,181,ENSG00000138794
CASP7,0.83849052,2.65E-09,1.09E-08,259,348,312,137,182,146,ENSG00000165806
CASP8,-0.239226714,3.70E-05,0.000112685,1373,1620,1707,1385,1866,1791,ENSG00000064012
CASP8AP2,-0.7114236,1.08E-24,8.33E-24,804,890,853,1125,1384,1271,ENSG00000118412
CASP9,0.900582437,2.41E-12,1.17E-11,334,366,333,145,188,170,ENSG00000132906
CASS4,1.64479101,0.001623817,0.004081755,26,26,23,5,9,8,ENSG00000087589
CAST,-0.360095012,2.95E-16,1.70E-15,3406,4089,4018,3571,4899,4990,ENSG00000153113
CASTOR1,-1.060200461,0.084008816,0.14629327,6,6,10,15,10,16,ENSG00000239282
CASTOR2,0.644081649,1.62E-15,9.09E-15,796,965,872,432,571,527,ENSG00000274070
CASTOR3P,1.089685994,3.29E-10,1.42E-09,174,233,210,66,107,91,NA
CASZ1,-0.623805938,0.000149322,0.000425725,144,199,126,171,260,228,ENSG00000130940
CAT,1.111102666,3.50E-41,4.12E-40,904,1054,1001,367,413,462,ENSG00000121691
CATIP-AS2,-1.10715394,0.786137378,1,0,0,0,0,1,0,ENSG00000237281
CATSPER2,0.992111685,0.007723425,0.017482961,37,44,38,18,17,19,ENSG00000166762
CATSPER2P1,0.812539116,0.160683306,0.253009939,13,16,17,5,10,9,ENSG00000205771
CATSPER3,0.043368787,0.946106699,0.965370325,11,14,6,10,6,11,ENSG00000152705
CATSPERD,2.930897313,0.036795119,0.071363566,6,8,3,1,1,0,ENSG00000174898
CATSPERE,1.518603182,0.005633145,0.013051471,27,21,20,4,7,11,ENSG00000179397
CATSPERG,1.66374288,6.31E-05,0.000187517,41,44,36,8,15,12,ENSG00000099338
CAV1,-0.887495347,9.85E-56,1.52E-54,1019,1234,1174,1578,2081,2106,ENSG00000105974
CAV2,-0.682784063,1.05E-19,6.85E-19,645,698,639,833,1011,1047,ENSG00000105971
CAVIN1,-0.335510373,2.68E-16,1.54E-15,5830,6845,6987,6218,7841,8490,ENSG00000177469
CAVIN2,-0.823808041,1.73E-47,2.31E-46,1161,1492,1401,1817,2383,2312,ENSG00000168497
CAVIN2-AS1,-0.43588627,0.24344586,0.353552079,25,27,22,32,30,28,NA
CAVIN3,-1.646575231,6.86E-17,4.03E-16,63,67,54,135,175,217,ENSG00000170955
CAVIN4,-0.989935407,0.00848098,0.019072119,16,23,20,31,32,43,ENSG00000170681
CBARP,0.164997003,0.165922231,0.259824245,292,331,297,205,270,272,ENSG00000099625
CBARP-DT,0.145057408,0.915666301,0.945555282,4,0,3,1,2,3,NA
CBFA2T2,0.199199788,0.004350807,0.010267047,888,1000,995,638,838,807,ENSG00000078699
CBFA2T3,1.190458785,4.12E-16,2.35E-15,308,335,315,127,116,136,ENSG00000129993
CBFB,-1.620898586,0,0,1947,2251,2280,4904,6740,6497,ENSG00000067955
CBL,-0.982582119,8.62E-61,1.45E-59,918,1038,988,1506,1953,1825,ENSG00000110395
CBLB,1.245035682,0.000106072,0.000307571,58,53,70,16,28,26,ENSG00000114423
CBLL1,-1.714601234,1.94E-108,6.53E-107,352,407,423,1004,1280,1237,ENSG00000105879
CBLL1-AS1,-1.147602038,0.027400064,0.054904708,13,5,14,13,26,27,NA
CBLN3,-0.408571853,0.511602952,0.630214809,6,13,8,11,9,12,ENSG00000139899
CBR1,0.689754344,5.63E-24,4.24E-23,1549,1638,1737,710,1000,1080,ENSG00000159228
CBR1-AS1,-0.16101392,0.900120738,0.935724967,1,5,1,2,3,2,NA
CBR3,-1.343492985,0.000361123,0.000986956,13,19,26,33,38,63,ENSG00000159231
CBR3-AS1,0.558356378,0.057308638,0.105181909,50,52,67,31,35,38,ENSG00000236830
CBR4,-0.105214882,0.495575154,0.61521406,172,192,201,130,234,193,ENSG00000145439
CBR4-DT,1.666792523,0.631900534,1,0,1,1,0,0,0,NA
CBS,2.200301973,2.30E-11,1.06E-10,616,774,377,112,122,113,ENSG00000160200
CBSL,0.097092493,0.882376815,0.923549094,205,273,314,361,100,159,ENSG00000274276
CBX1,-0.074879591,0.131190924,0.213803391,2556,3189,3092,2285,3032,3146,ENSG00000108468
CBX1P1,-1.721721622,0.476754329,1,0,0,1,2,0,1,ENSG00000230823
CBX1P2,0.34671403,0.864097846,0.911469455,1,0,3,0,0,3,ENSG00000214322
CBX1P3,2.704775221,0.271897988,1,1,1,2,0,0,0,ENSG00000237379
CBX2,-0.095688699,0.140696833,0.226450012,1005,1186,1110,856,1175,1182,ENSG00000173894
CBX3,-0.972710239,5.58E-122,2.14E-120,3550,4085,4308,5775,7755,7803,ENSG00000122565
CBX3P1,-1.536425931,0.541535624,1,0,0,1,0,1,2,ENSG00000177447
CBX3P2,0.193006301,0.748309127,0.826788407,17,11,9,7,15,8,ENSG00000266405
CBX3P3,-1.10715394,0.786137378,1,0,0,0,0,1,0,ENSG00000250045
CBX3P4,-0.754096034,0.497596041,0.616985843,3,2,2,2,4,5,ENSG00000256030
CBX3P5,-1.630453638,0.48338023,1,1,0,0,1,1,1,ENSG00000257666
CBX3P9,-1.338323005,4.63E-06,1.53E-05,37,28,39,48,84,112,ENSG00000217241
CBX4,0.518714592,2.00E-13,1.02E-12,1116,1290,1258,606,825,901,ENSG00000141582
CBX5,0.41515095,1.06E-15,5.99E-15,2399,2792,2606,1501,1991,1820,ENSG00000094916
CBX5P1,2.571273246,0.17326456,0.268896647,3,2,2,0,1,0,ENSG00000241535
CBX6,0.815817977,1.26E-92,3.48E-91,4726,5299,5192,2237,2811,2805,ENSG00000183741
CBX7,0.867301067,3.80E-11,1.73E-10,300,345,320,141,179,160,ENSG00000100307
CBX8,0.410170763,2.74E-05,8.43E-05,523,652,632,351,398,484,ENSG00000141570
CBY1,0.800909765,3.18E-07,1.15E-06,202,222,218,95,127,113,ENSG00000100211
CBY2,4.015034906,9.50E-05,0.000277109,12,14,27,0,1,2,NA
CBY3,3.056242848,0.07721676,0.136287137,2,4,4,1,0,0,ENSG00000204659
CC2D1A,0.122659686,0.155221252,0.245843169,676,885,732,558,653,696,ENSG00000132024
CC2D1B,0.734118191,4.89E-22,3.47E-21,1144,1247,1110,520,679,720,ENSG00000154222
CC2D2A,0.758954372,0.00089101,0.002322587,89,108,97,43,54,61,ENSG00000048342
CCAR1,-0.044352672,0.283768269,0.3982871,3098,3545,3490,2672,3462,3360,ENSG00000060339
CCAR2,-0.938899173,6.26E-76,1.36E-74,1361,1576,1583,2202,2755,2916,ENSG00000158941
CCAT2,-1.10715394,0.786137378,1,0,0,0,1,0,0,ENSG00000280997
CCDC102A,1.10939043,1.26E-21,8.78E-21,416,491,452,149,207,218,ENSG00000135736
CCDC102B,0.965344945,0.07181448,0.128157113,17,16,30,10,6,13,ENSG00000150636
CCDC106,0.333608048,0.003778095,0.009010059,340,412,449,218,334,317,ENSG00000173581
CCDC107,0.242662247,0.524959392,0.641649368,22,35,33,18,23,28,ENSG00000159884
CCDC110,-0.514461046,0.39833559,0.521047622,6,8,14,11,16,9,ENSG00000168491
CCDC112,0.035425726,0.775694437,0.846158922,240,303,292,192,268,282,ENSG00000164221
CCDC113,0.575023092,7.07E-06,2.30E-05,278,305,315,154,191,203,ENSG00000103021
CCDC115,-1.086730822,8.15E-19,5.14E-18,160,191,203,296,379,394,ENSG00000136710
CCDC116,0.659046236,0.648203041,0.747379056,1,2,4,1,1,2,ENSG00000161180
CCDC117,0.189815897,0.000875649,0.002285247,1881,2118,2019,1406,1773,1606,ENSG00000159873
CCDC12,-0.36447488,0.000825933,0.002163439,291,404,372,328,444,477,ENSG00000160799
CCDC120,0.373650163,0.122464352,0.201773815,73,99,73,52,54,65,ENSG00000147144
CCDC121,0.987011405,8.18E-06,2.64E-05,115,110,118,42,61,55,ENSG00000176714
CCDC122,0.45516204,0.107263888,0.18027441,55,68,57,29,52,39,ENSG00000151773
CCDC124,0.786811736,3.53E-38,3.92E-37,2315,2566,2635,1041,1363,1570,ENSG00000007080
CCDC125,0.652740528,6.77E-09,2.73E-08,368,445,434,216,254,248,ENSG00000183323
CCDC126,0.169109762,0.40487675,0.527819105,107,130,125,84,128,80,ENSG00000169193
CCDC127,0.577142952,7.53E-16,4.26E-15,1076,1188,1173,582,803,711,ENSG00000164366
CCDC13-AS2,-2.022885592,0.350028936,1,1,0,0,1,2,1,NA
CCDC134,-0.739281434,1.38E-22,9.94E-22,602,610,656,795,1038,1005,ENSG00000100147
CCDC136,-0.767006828,2.39E-05,7.40E-05,88,113,86,128,152,163,ENSG00000128596
CCDC137,0.929454759,1.66E-38,1.86E-37,1366,1640,1549,542,809,833,ENSG00000185298
CCDC138,0.041265451,0.676017944,0.769749324,422,465,496,368,420,429,ENSG00000163006
CCDC14,0.693042185,2.82E-31,2.61E-30,1904,2108,2024,1000,1245,1142,ENSG00000175455
CCDC142,0.837102749,8.42E-13,4.16E-12,362,446,408,174,231,213,ENSG00000135637
CCDC144A,0.586075891,0.002510376,0.006154525,161,183,152,105,112,80,ENSG00000170160
CCDC144BP,0.631878087,0.020435841,0.042318773,94,82,64,50,50,40,NA
CCDC144CP,-0.005281507,0.992502999,0.994826485,10,14,18,17,13,7,ENSG00000154898
CCDC146,5.46497729,1.20E-17,7.20E-17,98,104,90,3,2,1,ENSG00000135205
CCDC148,0.858460433,0.301769036,0.418517344,12,5,7,5,5,2,ENSG00000153237
CCDC149,3.338834287,9.87E-29,8.58E-28,124,160,172,9,19,13,ENSG00000181982
CCDC15,-2.611850394,8.35E-38,9.20E-37,30,42,50,167,253,261,ENSG00000149548
CCDC15-DT,-1.149019183,0.016381584,0.034625567,14,9,12,25,20,25,NA
CCDC150,-1.397470656,2.86E-15,1.58E-14,96,73,87,162,235,221,ENSG00000144395
CCDC153,0.803425594,0.358065851,0.47880002,4,6,11,2,4,5,ENSG00000248712
CCDC154,-0.486917293,0.588048546,0.696808043,4,5,3,6,4,5,ENSG00000197599
CCDC157,0.565281523,0.175561365,0.271512507,21,38,30,11,25,19,ENSG00000187860
CCDC159,1.921314102,8.18E-09,3.28E-08,74,78,90,9,17,33,ENSG00000183401
CCDC163,-0.998397958,0.006538019,0.014976451,21,19,20,32,40,37,ENSG00000280670
CCDC166,2.159319542,0.053395913,0.098979652,7,7,6,2,2,0,ENSG00000255181
CCDC167,0.797689901,2.60E-06,8.79E-06,179,215,178,78,105,117,ENSG00000198937
CCDC17,-0.865182254,0.027550641,0.055141294,18,16,25,26,29,43,ENSG00000159588
CCDC170,4.012729624,0.001069224,0.002758118,9,12,15,1,1,0,ENSG00000120262
CCDC171,0.488272624,0.113386817,0.188828296,51,70,45,27,49,32,ENSG00000164989
CCDC174,0.069916741,0.557424356,0.670089916,293,363,330,211,311,336,ENSG00000154781
CCDC18,-0.664196447,3.20E-08,1.23E-07,267,248,251,324,367,413,ENSG00000122483
CCDC18-AS1,1.910913243,1.48E-34,1.50E-33,322,373,321,58,97,92,ENSG00000223745
CCDC180,2.222397975,0.00168578,0.004230277,15,18,19,4,5,1,ENSG00000197816
CCDC181,1.890768304,0.010274382,0.022677689,16,12,13,4,3,3,ENSG00000117477
CCDC183,1.168572214,0.004595599,0.010813464,37,37,31,9,16,18,ENSG00000213213
CCDC183-AS1,0.820329268,0.092475148,0.158633655,20,23,24,6,14,15,ENSG00000228544
CCDC186,-0.34019133,0.000911785,0.002373376,474,555,501,501,719,539,ENSG00000165813
CCDC188,0.400509556,0.58630584,0.695511454,10,8,7,7,4,6,ENSG00000234409
CCDC188BP,0.642008711,0.021846624,0.044928003,57,68,63,27,39,44,NA
CCDC190,-0.756421263,8.34E-14,4.32E-13,365,378,404,556,615,579,ENSG00000185860
CCDC191,1.45629119,8.96E-06,2.89E-05,51,67,64,18,18,24,ENSG00000163617
CCDC192,0.927846009,0.51884262,0.636483428,3,2,3,0,1,3,ENSG00000230561
CCDC200,2.62315665,0.073916604,0.131355668,2,6,6,1,1,0,NA
CCDC22,1.131221943,6.91E-44,8.59E-43,893,996,1039,340,452,423,ENSG00000101997
CCDC24,0.701717573,0.014068318,0.030166917,73,58,61,30,40,38,ENSG00000159214
CCDC25,1.351455811,2.49E-78,5.67E-77,1392,1643,1691,462,573,648,ENSG00000147419
CCDC26,-0.792386176,0.293367274,0.408871019,8,3,5,10,8,7,ENSG00000229140
CCDC28A,-0.253278562,0.016966357,0.035734852,316,389,359,348,400,399,ENSG00000024862
CCDC28A-AS1,0.6455304,0.261369668,0.37359534,10,19,16,7,9,10,NA
CCDC28B,0.394878158,0.005429405,0.012616543,222,249,230,129,168,189,ENSG00000160050
CCDC3,0.900348302,0.000185641,0.000524188,84,108,125,55,47,50,ENSG00000151468
CCDC30,2.005910876,1.38E-06,4.79E-06,59,41,52,7,19,9,ENSG00000186409
CCDC32,1.342340333,1.06E-17,6.40E-17,268,275,262,90,101,97,ENSG00000128891
CCDC33,-1.968690286,4.42E-05,0.000133622,9,7,9,31,29,28,ENSG00000140481
CCDC34,-0.482572623,0.000101158,0.000294344,235,225,233,243,314,326,ENSG00000109881
CCDC39,0.157519018,0.483950149,0.603978989,123,115,95,101,91,76,ENSG00000145075
CCDC40,1.048446073,5.20E-05,0.00015606,89,85,91,38,33,45,ENSG00000141519
CCDC43,0.228731098,0.016127711,0.034144602,461,527,516,318,411,439,ENSG00000180329
CCDC47,-1.258659177,2.40E-127,9.89E-126,1227,1480,1375,2370,3267,3261,ENSG00000108588
CCDC50,-0.265697087,1.23E-05,3.91E-05,1152,1355,1298,1145,1576,1439,ENSG00000152492
CCDC51,0.176161871,0.111672388,0.186402434,318,375,396,246,319,310,ENSG00000164051
CCDC57,0.074970047,0.425614452,0.54811346,472,533,533,401,472,449,ENSG00000176155
CCDC59,-0.345334165,2.58E-05,7.96E-05,597,778,736,625,914,905,ENSG00000133773
CCDC6,0.894923207,1.66E-81,4.00E-80,3139,3623,3484,1440,1794,1767,ENSG00000108091
CCDC61,-0.324645558,0.245726261,0.356253801,45,58,56,33,71,80,ENSG00000104983
CCDC62,-0.087489367,0.912008443,0.943545544,5,4,10,7,7,4,ENSG00000130783
CCDC63,2.080208476,0.315687467,1,2,2,1,0,0,1,ENSG00000173093
CCDC65,0.573329954,0.027524911,0.055099799,86,102,75,50,71,39,ENSG00000139537
CCDC66,-0.393774972,0.001101457,0.00283695,241,246,249,237,324,321,ENSG00000180376
CCDC68,-1.503013548,9.43E-82,2.27E-80,428,463,537,1058,1340,1274,ENSG00000166510
CCDC69,3.053084494,5.00E-47,6.64E-46,241,267,285,22,29,36,ENSG00000198624
CCDC7,0.121036061,0.601783444,0.708339558,87,93,74,70,78,63,ENSG00000216937
CCDC71,0.211279143,0.113171383,0.188504985,255,271,277,200,225,202,ENSG00000177352
CCDC71L,0.791556372,4.87E-77,1.09E-75,3912,4573,4541,1929,2458,2446,ENSG00000253276
CCDC74A,0.464420188,0.000210111,0.000589433,287,314,329,183,222,206,ENSG00000163040
CCDC74B,0.35105188,0.004620448,0.010864975,293,315,327,203,221,240,ENSG00000152076
CCDC77,-1.231126272,4.14E-32,3.92E-31,305,319,345,494,797,797,ENSG00000120647
CCDC78,0.762430291,3.53E-05,0.000107672,182,184,145,76,101,98,ENSG00000162004
CCDC80,1.66884528,7.27E-05,0.000214547,36,44,38,7,14,13,ENSG00000091986
CCDC81,-2.237167436,0.091411455,0.157163555,1,1,1,3,8,2,ENSG00000149201
CCDC82,-0.902870331,2.01E-17,1.20E-16,304,318,284,465,553,518,ENSG00000149231
CCDC85B,0.607552169,2.35E-24,1.79E-23,1713,2087,2066,954,1225,1320,ENSG00000175602
CCDC85C,0.331852195,6.18E-05,0.000183802,660,741,719,408,556,571,ENSG00000205476
CCDC86,-0.085821529,0.217127029,0.322936555,896,1071,1082,792,1033,1119,ENSG00000110104
CCDC87,0.814658387,0.143150487,0.229778571,18,14,18,7,8,11,ENSG00000182791
CCDC88A,-0.137237514,0.003610142,0.008631926,2258,2456,2552,2023,2659,2587,ENSG00000115355
CCDC88B,1.065745431,2.38E-06,8.08E-06,109,109,118,42,56,48,ENSG00000168071
CCDC88C,1.680300246,7.61E-70,1.51E-68,858,927,879,231,271,252,ENSG00000015133
CCDC88C-DT,1.777905483,0.441393725,1,2,0,2,0,0,1,NA
CCDC89,0.915307106,0.092286785,0.158396793,17,15,25,11,8,8,ENSG00000179071
CCDC9,0.397039579,0.001409405,0.003578695,272,357,315,185,236,229,ENSG00000105321
CCDC90B,0.256461767,0.007787699,0.017617603,478,556,504,307,432,435,ENSG00000137500
CCDC91,-0.464316527,6.39E-07,2.26E-06,402,506,536,486,689,636,ENSG00000123106
CCDC92,0.572284727,9.04E-06,2.91E-05,290,309,366,158,219,214,ENSG00000119242
CCDC92B,0.25871971,0.281763149,0.396229428,73,82,78,44,58,76,ENSG00000261963
CCDC93,-0.223506748,0.000756557,0.001992128,945,1062,971,878,1153,1133,ENSG00000125633
CCDC96,1.45643822,0.002052951,0.005098273,25,28,38,9,7,14,ENSG00000173013
CCDC97,0.507160151,1.58E-10,6.96E-10,817,967,886,467,589,653,ENSG00000142039
CCDC9B,0.227768028,0.000375329,0.001023245,1926,1934,1863,1319,1595,1525,NA
CCDST,0.816399412,0.841422154,1,0,0,1,0,0,0,NA
CCER2,2.633507035,0.00905873,0.020237589,13,13,7,0,0,5,ENSG00000262484
CCHCR1,0.438407965,8.60E-06,2.77E-05,492,576,567,337,391,363,ENSG00000204536
CCIN,3.008593507,0.222044176,1,1,4,0,0,0,0,ENSG00000185972
CCL17,2.69991053,0.27334268,1,1,2,1,0,0,0,ENSG00000102970
CCL22,-2.727352863,0.176398386,0.272608944,0,1,0,4,0,2,ENSG00000102962
CCL25,2.738534499,0.13631817,0.220529394,2,4,2,0,0,1,ENSG00000131142
CCL28,2.760634242,0.132769843,0.215866026,3,1,4,1,0,0,ENSG00000151882
CCL5,0.498891095,0.585480573,0.694824899,11,10,1,6,7,1,ENSG00000271503
CCM2,0.825785188,4.48E-25,3.49E-24,959,1042,1089,439,530,617,ENSG00000136280
CCM2L,0.333820263,0.084934716,0.147523472,111,154,175,99,93,122,ENSG00000101331
CCN1,-0.22154827,4.19E-05,0.00012697,2072,2495,2313,1898,2652,2768,NA
CCN2,-0.381676884,0.164824766,0.258380926,48,61,52,35,80,79,NA
CCN6,-1.447487749,0.373145343,0.494640785,2,1,0,5,2,0,NA
CCNA2,-1.992743783,3.71E-254,5.03E-252,654,734,782,2132,2880,2851,ENSG00000145386
CCNB1,-0.885003175,6.14E-110,2.10E-108,4380,5391,5245,6860,9087,9266,ENSG00000134057
CCNB1IP1,-1.144950584,1.95E-28,1.69E-27,308,333,281,484,722,658,ENSG00000100814
CCNB2,-0.994102779,4.91E-57,7.73E-56,821,972,988,1355,1797,1890,ENSG00000157456
CCNB3,-0.462115008,0.287117796,0.402012697,19,18,16,22,24,20,ENSG00000147082
CCNC,-0.018298023,0.739148637,0.819088725,1612,1797,1769,1275,1721,1784,ENSG00000112237
CCND1,-2.082712216,0,0,1893,2200,2186,6497,8999,8737,ENSG00000110092
CCND2,-0.095828954,0.86499787,0.912106298,7,21,12,13,10,15,ENSG00000118971
CCND3,-2.183374866,1.84E-129,7.73E-128,228,309,275,927,1146,1276,ENSG00000112576
